hire_id,customer_id,container_id,hire_start_date,hire_days,hire_end_date,container_type_id,branch_id,daily_rate,hire_revenue,transport_revenue,total_revenue,operating_cost_per_day,operating_cost,transport_cost_pct,transport_cost,total_cost,gross_margin,gross_margin_pct,acquisition_date,maintenance_cost,profitability_status
H00492,C003,CT0089,2025-05-18,92,2025-08-18,T004,B001,30,2760,499,3259,9.0,828.0,0.7596373037257071,379.06,1207.06,2051.94,62.96,2019-02-08,0,Profitable
H00153,C007,CT0090,2024-02-06,104,2024-05-20,T002,B001,12,1248,340,1588,3.5,364.0,0.5915085783540489,201.11,565.11,1022.89,64.41,2024-01-09,0,Profitable
H00150,C005,CT0090,2024-06-24,108,2024-10-10,T002,B001,12,1296,313,1609,3.5,378.0,0.6800476308128887,212.85,590.85,1018.15,63.28,2024-01-09,0,Profitable
H00181,C009,CT0090,2025-07-10,41,2025-08-20,T002,B001,12,492,269,761,3.5,143.5,0.5732576216150068,154.21,403.71000000000004,357.28999999999996,46.95,2024-01-09,106,Profitable
H00205,C001,CT0090,2025-08-21,18,2025-09-08,T002,B001,12,216,228,444,3.5,63.0,0.7763399685694676,177.01,240.01,203.99,45.94,2024-01-09,0,Profitable
H00400,C008,CT0091,2024-01-22,73,2024-04-04,T004,B001,30,2190,215,2405,9.0,657.0,0.5789344016696764,124.47,781.47,1623.53,67.51,2023-10-03,0,Profitable
H00213,C005,CT0091,2024-08-20,21,2024-09-10,T004,B001,30,630,577,1207,9.0,189.0,0.7609343316016811,439.06,628.06,578.94,47.97,2023-10-03,0,Profitable
H00211,C006,CT0091,2025-10-28,50,2025-12-17,T004,B001,30,1500,218,1718,9.0,450.0,0.7345172808346293,160.12,610.12,1107.88,64.49,2023-10-03,0,Profitable
H00269,C010,CT0092,2024-02-08,19,2024-02-27,T004,B003,30,570,227,797,9.0,171.0,0.580061806627919,131.67,575.67,221.33000000000004,27.77,2022-08-24,273,Profitable
H00167,C009,CT0092,2024-02-28,21,2024-03-20,T004,B003,30,630,376,1006,9.0,189.0,0.7642184840187736,287.35,476.35,529.65,52.65,2022-08-24,0,Profitable
H00411,C007,CT0092,2024-08-30,87,2024-11-25,T004,B003,30,2610,161,2771,9.0,783.0,0.6622132679186771,106.62,889.62,1881.38,67.9,2022-08-24,0,Profitable
H00288,C005,CT0092,2025-05-21,53,2025-07-13,T004,B003,30,1590,500,2090,9.0,477.0,0.7595380458879811,379.77,911.77,1178.23,56.37,2022-08-24,55,Profitable
H00305,C007,CT0092,2025-07-14,32,2025-08-15,T004,B003,30,960,263,1223,9.0,288.0,0.7236126140326773,190.31,731.31,491.69000000000005,40.2,2022-08-24,253,Profitable
H00240,C002,CT0092,2025-08-16,84,2025-11-08,T004,B003,30,2520,540,3060,9.0,756.0,0.768556681034588,415.02,1171.02,1888.98,61.73,2022-08-24,0,Profitable
H00048,C010,CT0093,2024-05-20,107,2024-09-04,T002,B001,12,1284,554,1838,3.5,374.5,0.5590719056533756,309.73,684.23,1153.77,62.77,2019-09-20,0,Profitable
H00292,C010,CT0093,2024-09-05,92,2024-12-06,T002,B001,12,1104,529,1633,3.5,322.0,0.7472902116471829,395.32,717.3199999999999,915.6800000000001,56.07,2019-09-20,0,Profitable
H00259,C002,CT0093,2025-04-03,10,2025-04-13,T002,B001,12,120,509,629,3.5,35.0,0.724828843781551,368.94,403.94,225.06,35.78,2019-09-20,0,Profitable
H00464,C009,CT0094,2024-01-21,104,2024-05-04,T002,B004,12,1248,403,1651,3.5,364.0,0.5839472617659843,235.33,599.33,1051.67,63.7,2019-08-10,0,Profitable
H00028,C007,CT0094,2024-06-19,50,2024-08-08,T002,B004,12,600,402,1002,3.5,175.0,0.6654332034030956,267.5,442.5,559.5,55.84,2019-08-10,0,Profitable
H00099,C004,CT0094,2024-08-30,49,2024-10-18,T002,B004,12,588,409,997,3.5,171.5,0.76172968202214,311.55,483.05,513.95,51.55,2019-08-10,0,Profitable
H00270,C009,CT0094,2024-10-19,37,2024-11-25,T002,B004,12,444,254,698,3.5,129.5,0.5670852338830652,144.04,273.53999999999996,424.46000000000004,60.81,2019-08-10,0,Profitable
H00350,C005,CT0094,2025-02-04,41,2025-03-17,T002,B004,12,492,585,1077,3.5,143.5,0.6046274585885326,353.71,497.21,579.79,53.83,2019-08-10,0,Profitable
H00248,C005,CT0094,2025-11-17,34,2025-12-21,T002,B004,12,408,157,565,3.5,119.0,0.6531902823165066,102.55,221.55,343.45,60.79,2019-08-10,0,Profitable
H00483,C002,CT0095,2024-03-24,32,2024-04-25,T002,B005,12,384,463,847,3.5,112.0,0.5878960732174701,272.2,755.2,91.79999999999995,10.84,2022-07-07,371,Profitable
H00029,C003,CT0095,2024-07-01,62,2024-09-01,T002,B005,12,744,459,1203,3.5,217.0,0.6702265001882675,307.63,524.63,678.37,56.39,2022-07-07,0,Profitable
H00320,C005,CT0095,2025-03-30,80,2025-06-18,T002,B005,12,960,188,1148,3.5,280.0,0.7466875837886093,140.38,420.38,727.62,63.38,2022-07-07,0,Profitable
H00135,C007,CT0095,2025-10-10,39,2025-11-18,T002,B005,12,468,298,766,3.5,136.5,0.6429831669792163,191.61,328.11,437.89,57.17,2022-07-07,0,Profitable
H00363,C004,CT0096,2024-08-12,52,2024-10-03,T002,B001,12,624,152,776,3.5,182.0,0.6626492547457835,100.72,282.72,493.28,63.57,2021-12-14,0,Profitable
H00246,C009,CT0096,2024-11-01,35,2024-12-06,T002,B001,12,420,499,919,3.5,122.5,0.6454029849668,322.06,444.56,474.44,51.63,2021-12-14,0,Profitable
H00309,C006,CT0096,2025-07-15,56,2025-09-09,T002,B001,12,672,321,993,3.5,196.0,0.5843809437042539,187.59,383.59000000000003,609.41,61.37,2021-12-14,0,Profitable
H00158,C002,CT0097,2024-02-09,89,2024-05-08,T002,B003,12,1068,266,1334,3.5,311.5,0.6767627759663604,180.02,774.52,559.48,41.94,2021-12-16,283,Profitable
H00081,C002,CT0097,2024-05-19,56,2024-07-14,T002,B003,12,672,416,1088,3.5,196.0,0.6271746858432988,260.9,456.9,631.1,58.01,2021-12-16,0,Profitable
H00074,C003,CT0097,2024-07-15,50,2024-09-03,T002,B003,12,600,436,1036,3.5,175.0,0.706106361617932,307.86,482.86,553.14,53.39,2021-12-16,0,Profitable
H00105,C005,CT0097,2024-09-04,32,2024-10-06,T002,B003,12,384,508,892,3.5,112.0,0.7654967271010681,388.87,500.87,391.13,43.85,2021-12-16,0,Profitable
H00304,C008,CT0097,2024-11-04,55,2024-12-29,T002,B003,12,660,273,933,3.5,192.5,0.5562854895693182,151.87,396.37,536.63,57.52,2021-12-16,52,Profitable
H00115,C008,CT0097,2025-07-26,74,2025-10-08,T002,B003,12,888,212,1100,3.5,259.0,0.6349443678904714,134.61,393.61,706.39,64.22,2021-12-16,0,Profitable
H00078,C010,CT0097,2025-10-09,51,2025-11-29,T002,B003,12,612,494,1106,3.5,178.5,0.7312889318877788,361.26,539.76,566.24,51.2,2021-12-16,0,Profitable
H00285,C003,CT0097,2025-11-30,50,2026-01-19,T002,B003,12,600,418,1018,3.5,175.0,0.7972570895875435,333.25,508.25,509.75,50.07,2021-12-16,0,Profitable
H00352,C006,CT0098,2024-02-15,91,2024-05-16,T004,B003,30,2730,199,2929,9.0,819.0,0.5610969430427136,111.66,930.66,1998.3400000000001,68.23,2018-04-14,0,Profitable
H00432,C010,CT0098,2024-07-25,22,2024-08-16,T004,B003,30,660,169,829,9.0,198.0,0.5747184044101589,97.13,295.13,533.87,64.4,2018-04-14,0,Profitable
H00377,C005,CT0098,2024-11-12,42,2024-12-24,T004,B003,30,1260,285,1545,9.0,378.0,0.5505259607939709,156.9,534.9,1010.1,65.38,2018-04-14,0,Profitable
H00402,C010,CT0098,2025-05-29,64,2025-08-01,T004,B003,30,1920,261,2181,9.0,576.0,0.5929621203317736,154.76,730.76,1450.24,66.49,2018-04-14,0,Profitable
H00465,C007,CT0098,2025-08-02,20,2025-08-22,T004,B003,30,600,173,773,9.0,180.0,0.5748255506884232,99.44,279.44,493.56,63.85,2018-04-14,0,Profitable
H00445,C005,CT0098,2025-08-30,110,2025-12-18,T004,B003,30,3300,409,3709,9.0,990.0,0.6349422067877795,259.69,1629.69,2079.31,56.06,2018-04-14,380,Profitable
H00442,C003,CT0099,2024-05-31,115,2024-09-23,T002,B001,12,1380,351,1731,3.5,402.5,0.5611946126261671,196.98,599.48,1131.52,65.37,2018-09-11,0,Profitable
H00040,C010,CT0099,2025-03-01,79,2025-05-19,T002,B001,12,948,585,1533,3.5,276.5,0.6063059255671225,354.69,631.19,901.81,58.83,2018-09-11,0,Profitable
H00430,C009,CT0099,2025-05-20,36,2025-06-25,T002,B001,12,432,530,962,3.5,126.0,0.6948165884551317,368.25,494.25,467.75,48.62,2018-09-11,0,Profitable
H00355,C003,CT0099,2025-08-14,48,2025-10-01,T002,B001,12,576,237,813,3.5,168.0,0.6211405754407244,147.21,711.21,101.78999999999996,12.52,2018-09-11,396,Profitable
H00120,C007,CT0100,2025-01-01,86,2025-03-28,T001,B005,8,688,156,844,2.5,215.0,0.554486419642123,86.5,301.5,542.5,64.28,2025-01-01,0,Profitable
H00162,C001,CT0100,2025-03-29,94,2025-07-01,T001,B005,8,752,201,953,2.5,235.0,0.7331588086752082,147.36,382.36,570.64,59.88,2025-01-01,0,Profitable
H00385,C010,CT0100,2025-07-02,74,2025-09-14,T001,B005,8,592,152,744,2.5,185.0,0.7156661282648389,108.78,598.78,145.22000000000003,19.52,2025-01-01,305,Profitable
H00002,C003,CT0100,2025-09-15,86,2025-12-10,T001,B005,8,688,578,1266,2.5,215.0,0.7416471309929109,428.67,741.6700000000001,524.3299999999999,41.42,2025-01-01,98,Profitable
